易客	NR
CRM	NN
和	CC
C3	NR
CRM	NN
不	AD
会	VV
互相	AD
竞争	VV
和	CC
冲突	VV
的	SP
，	PU
易客	NR
CRM	NN
会	VV
专注	VV
于	P
某个	DT
行业	NN
，	PU
争取	VV
在	P
某个	DT
行业	NN
做	VV
深	VA
做	VV
透	VA
。	PU

C3	NR
CRM	NN
的	DEG
以后	NT
运作	NN
模式	NN
也	AD
发生	VV
了	AS
变化	NN
，	PU
我们	PN
的	DEG
重点	NN
将	AD
投入	VV
到	VV
C3	NR
CRM	NN
的	DEG
二	OD
次	M
开发	NN
上	LC
，	PU
而	AD
不	AD
是	VC
为	P
客户	NN
提供	VV
技术	NN
支持	NN
服务	NN
上	LC
。	PU

在	P
二	OD
次	M
开发	NN
中	LC
，	PU
如果	CS
觉得	VV
为	P
客户	NN
增加	VV
的	DEC
功能	NN
符合	VV
大多数	CD
企业	NN
的	DEG
需求	NN
，	PU
我们	PN
会	VV
把	BA
功能	NN
加	VV
在	P
C3	NR
CRM	NN
上	NN
免费	AD
发布	VV
，	PU

另外	AD
，	PU
我们	PN
也	AD
欢迎	VV
更多	CD
的	DEG
企业	NN
和	CC
开发	NN
人员	NN
在	P
C3	NR
CRM	NN
上	LC
做	VV
开发	NN
，	PU
如果	CS
愿意	VV
分享	VV
，	PU
也	AD
可以	VV
把	BA
开发	VV
的	DEC
东西	NN
合并	VV
在	P
C3	NR
CRM	NN
上	LC
发布	VV
。	PU

下	DT
一	CD
步	M
，	PU
我们	PN
会	VV
逐渐	AD
发布	VV
一些	CD
开发	NN
文档	NN
，	PU
帮助	VV
更多	CD
人	NN
在	P
C3	NR
CRM	NN
上	LC
进行	VV
开发	NN
。	PU

易客	NR
CRM	NN
分	VV
单	JJ
企业	NN
版本	NN
和	CC
多	JJ
企业	NN
版本	NN
，	PU
单	JJ
企业	NN
版本	NN
主要	AD
是	VC
针对	P
一	CD
个	M
企业	NN
的	SP
，	PU
多	JJ
企业	NN
版本	NN
主要	AD
是	VC
针对	P
提供	VV
CRM	NN
租用	NN
服务	NN
的	DEC
企业	NN
的	SP
，	PU
例如	AD
国内	NN
众多	JJ
的	DEG
IDC	NN
企业	NN
。	PU

欢迎	VV
对	P
易客	NR
CRM	NN
感兴趣	VV
的	DEC
公司	NN
与	P
我们	PN
联系	VV
洽谈	VV
合作	NN
事宜	NN

张维迎	NR
恶解	VV
革命	NN
，	PU
是	VC
不	AD
是	VC
包藏祸心	VV
？	PU

613305	CD

［	PU
＊	PU
灵台山隐	NR
＊	PU
］	PU

在	P
最近	NT
看到	VV
的	DEC
一	CD
篇	M
张维迎	NR
教授	NN
访谈	NN
中	LC
，	PU
看到	VV
张	NR
教授	NN
对	P
革命	NN
的	DEG
理解	NN
，	PU
深以为忧	VV
－－－	PU
深以	AD
为	P
北大	NR
忧	VV
，	PU
深以	AD
为	P
当代	NN
的	DEG
一些	CD
精英	JJ
青年	NN
忧	VV
，	PU
深以	AD
为	P
国家	NN
未来	NT
忧	VV
。	PU

有	VE
人	NN
反对	VV
阶级	NN
斗争	NN
嘴脸	NN
，	PU
有	VE
人	NN
否定	VV
毛泽东	NR
思想	NN
，	PU
但	AD
在	P
民主	NN
进步	VV
了	AS
的	DEC
今天	NT
，	PU
也	AD
有	VE
人	NN
要	VV
理直气壮	VV
地	DEV
讲	VV
一下	AD
革命	NN
！	PU
！	PU
！	PU

为了	P
不	AD
过多	AD
地	DEV
断章取义	VV
，	PU
就	AD
尽可能	AD
多	VA
地	DEV
引用	VV
一下	AD
张	NR
教授	NN
对	P
革命	NN
的	DEG
解说	NN
：	PU

＂	PU
在	P
现实	NN
中	LC
，	PU
＂	PU
道	NN
＂	PU
－－	PU
或者	AD
叫	VV
＂	PU
理	NN
＂	PU
，	PU
跟	P
法律	NN
有	VE
着	AS
相当	AD
复杂	JJ
的	DEG
关系	NN
。	PU
所谓	JJ
＂	PU
理	NN
＂	PU
，	PU
就	AD
是	VC
看	VV
你	PN
做事	VV
是否	AD
为	P
社会	NN
创造	VV
价值	NN
。	PU
＂	PU
理	NN
＂	PU
是	VC
在	VV
＂	PU
法	NN
＂	PU
之上	LC
的	SP
：	PU
合理	JJ
的	DEG
东西	NN
具有	VV
天然	JJ
的	DEG
合法性	NN
；	PU
而	AD
法律	NN
的	DEG
制订	NN
应该	VV
按照	P
合理	JJ
的	DEG
要求	NN
进行	VV
，	PU
不	AD
合理	JJ
的	DEG
法律	NN
是	VC
不	AD
对	VA
的	SP
。	PU

但	AD
在	P
中国	NR
，	PU
无论	AD
是	VC
过去	NT
还是	CC
现在	NT
，	PU
法	NN
和	CC
理	NN
之间	LC
都	AD
有	VE
很多	CD
错位	NN
，	PU
这样一来	AD
，	PU
有时候	AD
很	AD
难	AD
简单	VA
地	DEV
判断	VV
违法	JJ
行为	NN
是	VC
不	AD
是	VC
合理	VA
的	SP
。	PU

譬如	AD
，	PU
过去	NT
闹革命	VV
，	PU
恰恰	AD
是	VC
那些	DT
最	AD
有	VE
理想	NN
的	DEC
人	NN
去	VV
抛头颅	VV
、	PU
洒热血	VV
。	PU
为什么	AD
抛头颅	VV
？	PU
因为	P
他	PN
是	VC
违法	VV
的	SP
。	PU

再	AD
比如	AD
贿赂	VV
，	PU
当	P
一	CD
个	M
人	NN
被	SB
敲诈勒索	VV
的	DEC
时候	NN
，	PU
他	PN
把	BA
钱	NN
交	VV
出来	VV
，	PU
也	AD
是	VC
一	CD
种	M
贿赂	NN
。	PU
但	AD
你	PN
不	AD
能	VV
说	VV
他	PN
这么	AD
做	VV
是	VC
不	AD
对	VA
的	SP
，	PU
起码	AD
他	PN
是	VC
值得	VV
同情	NN
的	SP
。	PU
＂	PU

一	OD
、	PU
在	P
人类	NN
的	DEG
历史	NN
上	LC
，	PU
善	NN
与	CC
恶	NN
、	PU
正义	NN
与	CC
邪恶	NN
、	PU
前进	NN
与	CC
倒退	NN
、	PU
光荣	NN
与	CC
耻辱	NN
、	PU
进步	NN
与	CC
反动	NN
等	ETC
是	VC
有	VE
明确	JJ
的	DEG
标准	NN
的	SP
。	PU

这个	DT
标准	NN
就	AD
是	VC
：	PU

为	VV
多数	CD
人	NN
的	DEC
、	PU
为	VV
人民	NN
大众	NN
的	DEC
、	PU
利他	VA
的	DEC
东西	NN
就	AD
是	VC
善	VA
的	DEC
、	PU
正义	VA
的	DEC
、	PU
前进	VV
的	DEC
、	PU
光荣	VA
的	DEC
、	PU
进步	VA
的	DEC
。	PU

为	VV
少数	CD
人	NN
的	DEC
、	PU
反	VV
人民	NN
的	DEC
、	PU
自私自利	VV
的	DEC
东西	NN
就	AD
是	VC
恶	VA
的	DEC
、	PU
非正义	JJ
的	DEG
、	PU
倒退	VV
的	DEC
、	PU
耻辱	JJ
的	DEG
、	PU
反动	VA
的	DEC
。	PU

革命	NN
，	PU
显然	AD
是	VC
为	VV
多数	CD
