从	P
二零零六年	NT
｛	PU
ｂｒｅａｔｈ	NN
｝	PU
开始	LC
到	P
现在	NT
，	PU
经过	P
媒体	NN
报道	VV
的	DEG
类似	JJ
的	DEG
事件	NN
已经	AD
不	AD
少于	VV
十	CD
起	M
了	SP
。	PU

对	VA
。	PU

是	VC
不	AD
是	VC
我们	PN
也	AD
应该	VV
去	VV
想	VV
一	AD
想	VV
，	PU
呃	IJ
，	PU
有关	JJ
的	DEG
部门	NN
，	PU
能够	VV
用	VV
什么样	JJ
的	DEG
方式	NN
来	MSP
保护	VV
一下儿	AD
司机	NN
？	PU

公交	NN
公司	NN
的	DEG
角度	NN
来看	LC
，	PU
那么	AD
可以	VV
采取	VV
一些	CD
有些	CD
，	PU
有效	JJ
的	DEG
措施	NN
，	PU
呃	IJ
，	PU
譬如	AD
像	P
出租车	NN
那样	VA
一	CD
种	M
防护	NN
，	PU
防护栏	NN
的	DEG
装置	NN
，	PU
对	VV
吧	SP
？	PU

嗯	IJ
。	PU

嗯	IJ
嗯	IJ
嗯	IJ
。	PU

可以	VV
考虑	VV
在	P
公共	JJ
汽车	NN
上	LC
安装	VV
报警	NN
装置	NN
。	PU

嗯	IJ
。	PU

一旦	CS
出现	VV
这样	JJ
一	CD
种	M
紧急	JJ
情况	NN
，	PU
司机	NN
或者是	CC
售票员	NN
可以	VV
紧急	AD
按动	VV
报警	NN
装置	NN
，	PU
进行	VV
报警	NN
。	PU

嗯	IJ
。	PU

公交车	NN
是	VC
，	PU
呃	IJ
，	PU
我们	PN
生活	NN
当中	NN
特别	AD
特别	AD
重要	JJ
的	DEG
一	CD
个	M
交通	NN
工具	NN
。	PU

如果	CS
我们	PN
让	VV
冷漠	NN
｛	PU
ｂｒｅａｔｈ	NN
｝	PU
在	P
这个	DT
交通	NN
工具	NN
上	LC
蔓延	VV
的话	SP
，	PU
也许	AD
某一天	AD
威胁	VV
到	VV
的	DEC
就	AD
是	VC
我们	PN
自己	PN
的	DEG
健康	NN
，	PU
我们	PN
自己	PN
的	DEG
安全	NN
。	PU

一方面	AD
有关	JJ
部门	NN
应该	VV
｛	PU
ｂｒｅａｔｈ	NN
｝	PU
加大	VV
有利	JJ
的	DEG
措施	NN
，	PU
｛ｂｒｅａｔｈ	NN
｝	PU
另外一方面	AD
，	PU
是	VC
不	AD
是	VC
｛	PU
ｂｒｅａｔｈ	NN
｝	PU
大家	PN
应该	VV
共同	AD
营造	VV
一	CD
种	M
彼此	PN
关爱	VV
